V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
-1.92745282,1.827620567,-7.019494685,5.34830324,-2.73918788,-2.107219296,-5.015847976,1.20586816,-4.382712509,-8.337706974,7.190306089,-9.42484446,-0.223292646,-12.87549422,-0.071918161,-6.299961398,-12.71920716,-3.740176156,0.84405961,2.172709056,1.376938323,-0.792016726,-0.771414188,-0.379574272,0.718716522,1.111151256,1.277707257,0.819081152,512.25,1
-1.747174201,0.16024933,2.376843471,0.78673818,-0.075604517,0.571059183,-0.743427151,0.757219701,-0.085915302,0.024518352,0.975928633,0.367715586,-0.134793777,0.107602109,1.479511796,0.438711873,-0.480860499,1.073277601,0.155953102,0.176275091,0.323959519,1.046271597,-0.095524729,-0.293932414,0.239307343,-0.10188177,-0.008689167,-0.175872225,9.94,0
-2.168001404,0.033923819,1.449290475,-0.812046677,1.002469777,-1.138005416,-0.037403092,0.669783612,-0.895791343,-1.412297362,1.526470393,0.943886093,-0.200264758,0.154614053,-0.509142687,0.99087705,-0.295180552,-0.255696992,-1.864371106,-0.002779467,-0.00445996,-0.731487368,-0.135546989,0.166992774,0.229665423,-0.158505515,-0.128138643,-0.197550558,1.79,0
1.095177016,0.019951036,0.802611223,1.434378654,-0.794724306,-0.740487289,-0.034083042,-0.073444686,0.565157386,-0.169784027,-0.526681088,0.291869085,-0.750150231,0.091363931,-0.107253048,-0.330638209,0.0821793,-0.569963011,-0.081503033,-0.125719814,-0.231787867,-0.609317485,0.054908364,0.674076286,0.416991788,-0.566887392,0.029108056,0.036739551,46.03,0
0.012404864,0.323292492,1.447130818,0.752746894,-0.103551551,-0.1744786,-0.129466552,0.178702395,0.511474749,-0.334617519,-1.222724143,-0.065160379,-0.075688554,-0.238191497,0.525094999,0.369823196,-0.68957996,0.429545077,-0.45244151,-0.114536449,0.184651958,0.599186053,0.148023336,-0.134496291,-0.98407745,-0.803100083,0.218860958,0.142806441,10.89,0
1.240971749,0.056519416,0.356187031,0.444613853,-0.428139133,-0.522949325,-0.177291923,0.070270495,0.094130521,0.159461762,0.86324501,-0.056030505,-1.599526964,0.791502382,0.562773321,0.6847078,-0.686844511,0.293069572,0.309008969,-0.194007023,-0.249812068,-0.847427845,0.106271226,-0.059301248,0.168163401,0.104184383,-0.045502156,0.001272123,0.99,0
-1.623955645,-0.036441711,0.362751071,-2.22453629,0.095509924,-0.092187058,-0.463412861,0.73983495,-1.009196339,-0.460432376,0.726683719,-0.211534983,0.272572868,-1.499778088,-0.807455932,2.291281956,0.603518048,-0.313760684,0.136437761,0.408542978,-0.124587694,-0.638591591,-0.17416199,0.085186552,0.65960723,-0.442343963,0.169299495,0.003860712,65,0
-0.493633979,0.921872092,1.62024213,0.902272444,-0.063681363,-0.470266868,0.44990694,0.073920472,-0.290609049,-0.13554921,-0.293041376,-0.929945519,-1.925463985,0.676378027,1.588992614,-0.514018491,0.276226847,-0.237224891,-0.012471884,-0.191780772,0.099953108,0.218757575,-0.062152057,0.349692561,-0.441846139,-0.41309124,0.042087592,0.138861449,2.49,0
0.832462738,-1.76635688,-1.878929636,-1.428497029,1.353794519,3.284182644,-0.405474636,0.614356284,-0.935204185,0.48510509,-0.254255494,-0.629476634,0.056792551,0.009338853,-0.006640982,0.893032949,0.129610236,-1.154925876,1.079548638,0.855522562,0.300879759,0.011193949,-0.496171521,1.073694487,0.826380468,-0.085763153,-0.070107992,0.055652193,346.28,0
-0.864353597,-5.195435423,-0.145486919,-0.036901638,-3.374847581,0.114814244,-0.004674056,-0.222041575,-0.913181539,0.660583552,-1.182171296,-0.996339775,-0.409320605,-0.60502518,-0.576354265,-0.563464023,1.039301558,0.163379059,-0.223890379,2.021146265,0.355475341,-1.100774551,-0.956213149,0.406636936,-0.200224629,-0.367042908,-0.15270716,0.236632328,1208.78,0
1.01385595,-0.383698053,1.281436602,0.778703316,-1.008979244,0.373271843,-0.773101886,0.350888196,0.691338608,-0.123581278,1.323770669,1.137227357,-0.366239806,-0.106810068,-0.22975688,0.024307374,-0.055286976,-0.215648201,-0.195639795,-0.075619455,0.018844423,0.154385803,0.0461205,0.254198685,0.101916905,0.313847251,0.021571662,0.021112958,43.5,0
-1.03254454,1.933905702,-3.733011657,1.414886421,1.008537569,-0.583919456,-0.313770651,1.307526368,-0.770345566,-1.330848724,1.06025777,0.298832369,0.401331621,-2.585221489,0.664003927,1.514155903,2.821413209,2.072595087,0.019068569,-0.196194847,-0.092068124,-0.220647887,0.290822791,-1.678099981,-0.213510761,-0.294983966,0.021105531,-0.389448064,0.89,0
0.132131573,0.97969495,-0.565780859,-0.760868767,1.188832212,-0.258506861,0.875670442,0.05693114,-0.295646944,-0.669371044,0.635443438,0.488164786,0.116565451,-0.870209777,-0.920445351,0.650807237,-0.050967952,0.408747686,0.225042513,0.054717171,-0.316676767,-0.793628646,0.030581569,0.093660652,-0.387952407,0.121512662,0.218255971,0.070097849,4.49,0
1.54190537,-1.596027228,-0.99356336,0.728658861,-0.790370296,0.375218039,-0.510419703,-0.036729708,-0.130471147,0.865294408,-1.655405432,-0.144889346,0.592708602,-0.189357704,0.379978384,-1.16396485,-0.518175962,1.850230934,-1.445459734,-0.022533976,0.13309452,0.397227,-0.181592334,0.259380698,-0.016169244,-0.408606533,0.021218112,0.021263649,300,0
-0.730463077,0.791686269,0.372490432,-0.440953555,1.452255974,-0.885030051,0.766893801,0.016296926,-0.797715075,-1.039429889,0.720285,-0.183748386,-0.604315515,-0.884092497,-0.296467956,1.051867468,0.048732733,1.076434594,-0.243641286,0.007035046,-0.010832142,-0.224436929,-0.284164026,-0.60995801,0.082823405,0.22110113,0.037158276,0.132712438,0.76,0
2.299263518,-0.648675653,-1.588517616,-1.174634197,-0.030434234,-0.502469975,-0.45018224,-0.283272751,-0.525553148,0.838584713,-1.168612518,-0.489918311,1.112467723,-0.238429508,0.427515276,1.205683739,-0.232395963,-1.131037244,0.718841956,0.048464071,0.299781661,0.897833317,0.007496305,0.093950592,0.21210203,-0.028492758,-0.029545602,-0.061369155,2.75,0
1.800184743,-0.534730627,-0.909569995,0.549895391,-0.465624753,-0.887415468,0.036846556,-0.236304574,1.011461598,-0.166757334,-0.799108952,0.45824875,-0.032913812,0.204451501,0.448359352,-0.197542425,-0.343523834,-0.301379013,-0.144260849,-0.028023092,0.05431444,0.106868473,0.100954664,-0.012681152,-0.122725308,-0.389302629,-0.009411588,-0.026856936,115.98,0
-0.80792464,1.578913977,2.073983565,4.462668798,0.537617049,1.018617415,0.794489453,-0.247918346,-0.7899283,1.597586146,1.690326702,-3.020060537,1.063791244,1.659367072,-0.604141509,-0.248045992,0.732508015,0.780859354,1.308513692,0.042371994,-0.080349497,0.207269035,-0.372785026,-0.04415133,0.209204696,0.420951162,-0.447843984,-0.168327788,59.48,0
-0.466232249,0.91722141,1.675648221,0.068904392,-0.312405527,-1.14116149,0.598345816,-0.009935104,-0.21688789,-0.271064613,-0.330325355,-0.634094933,-1.331904161,0.423763872,0.969102565,0.163614134,-0.198962843,-0.297192197,-0.100361458,0.014770636,-0.217771088,-0.644026936,0.043644162,0.656386139,-0.279834783,0.055337298,0.255475703,0.122363576,3.57,0
2.049094436,0.186188932,-1.707198118,0.530767935,0.160588627,-1.448569865,0.239309799,-0.353611397,0.634424823,-0.471390439,-0.349232573,-0.073474003,-0.303129963,-0.664253651,0.977498573,0.157690917,0.469860291,0.446847313,-0.502305697,-0.232666221,0.197782313,0.741140605,-0.009744473,-0.085056769,0.228384287,-0.097292002,-0.00102844,-0.032390391,2.99,0
0.806151465,-1.977152289,1.170652153,-0.128311944,-2.261196785,0.306288016,-1.357659856,0.39666392,0.621360428,0.439411414,0.20714579,-0.883581647,-2.711362273,-0.431057495,-1.495466009,0.979400276,0.729563511,-0.553070382,1.193564086,0.371342201,0.257037207,0.313642507,-0.250278041,0.336067626,0.234387226,-0.152877107,0.006915376,0.053046479,250,0
0.972194427,-0.50393352,-0.557226642,0.052460759,-0.280422338,-0.875457211,0.445938602,-0.184007822,-0.168162935,0.054241194,0.897600303,-0.084826434,-1.538651068,1.004072204,0.275653832,0.296903714,-0.436507072,0.138769745,0.490533375,0.192840803,0.067117069,-0.280721866,-0.270652587,0.058764233,0.449687286,1.060334534,-0.160371467,0.003844322,178,0
0.137565475,0.874671008,-0.807850268,-0.882867303,1.475003346,0.099254284,0.772710732,0.158133709,-0.159622569,-0.653214339,0.0835764,-0.006971184,-0.422097974,-0.770291303,-0.761942464,0.781657952,-0.15839809,0.578025753,0.366429458,0.031902851,-0.352296216,-0.925759307,-0.02034026,-0.527468791,-0.349755176,0.163089523,0.215828356,0.06322337,2.58,0
-0.424757433,0.953605629,1.263819677,-0.093982207,0.173495107,-0.216593472,0.448444415,0.278914501,-0.482032885,-0.351546474,1.508111818,0.076486942,-1.147752953,0.026383023,0.572755299,0.341410481,0.10160526,0.050485571,-0.150774506,0.01533383,-0.198904333,-0.557751639,0.012238999,-0.064976277,-0.303125735,0.088222685,0.25125929,0.082054194,1.79,0
2.019537647,-0.065013594,-0.460905905,1.16192038,-0.191846679,-0.153275088,-0.439669377,-0.066370507,0.834508634,0.205989213,-1.411915545,0.440071713,1.029410211,-0.198230596,0.738454281,0.62303041,-1.085818304,0.471269081,-0.505444599,-0.190030922,0.184558333,0.747864169,0.048641553,-0.648914558,0.032263062,-0.522844226,0.062465616,-0.036125104,0,0
-0.043683879,0.009685731,-0.093729422,0.592309411,0.7319172,0.549727534,0.894779364,0.142149871,0.660943799,-0.680786056,-2.434839867,-0.280255711,-1.06331232,-0.224545337,-2.006932957,-0.571719078,-0.16351817,-0.435712457,0.226999292,0.006848467,-0.207536149,-0.590419742,0.357919058,-0.055419164,-0.374004137,-0.940708845,0.079160061,0.072951958,126.13,0
1.220170798,0.388020991,-0.026223399,1.048272338,-0.091040441,-1.009082393,0.386897597,-0.166357782,-0.405469084,0.242833831,1.353691072,0.456047493,-1.094337935,0.965646617,0.073009903,-0.034585582,-0.43385259,0.177472773,-0.033513507,-0.214081328,0.056524784,0.137451376,-0.120360897,0.529988046,0.762774584,-0.323199794,-0.017710744,0.000657858,1,0
0.074753522,0.737741148,-2.019514733,-2.206579907,3.748349541,2.787795088,1.275709344,0.389671941,-0.406242107,-0.24565456,-0.056783324,-0.211102511,-0.502370709,0.717913071,0.272633716,-0.821217775,-0.587473256,-0.530584356,-0.255324622,0.06014789,0.189672092,0.825053877,-0.257569117,0.755484494,-0.301170149,0.080686075,0.252277191,0.03875485,0.77,0
-0.263601818,0.894697714,-0.87624401,-0.214421908,1.541905326,-0.648319495,0.793384486,-0.478978432,1.963422015,-0.555316414,-0.373641223,-3.986210729,0.162631804,0.424874403,0.315928705,0.249419377,0.9138898,1.4145797,-0.076652046,-0.189200796,-0.02074435,0.496147106,-0.372392689,-0.131002018,-0.36313288,-0.223588954,-0.145617904,-0.048588002,24.95,0
-0.321990555,1.006060662,1.411635755,1.0818543,0.25015768,-0.746797798,0.765825299,-0.193825248,-0.834877028,-0.181903994,-0.370766732,0.214459252,0.740054549,0.230278998,1.14531801,-0.476048074,-0.100244022,0.069627735,0.748288023,0.140308524,0.167083096,0.525712488,-0.172923946,0.419291581,-0.097365068,-0.259790752,0.158082473,0.152156132,14.9,0
1.21323809,-0.514962368,0.469174598,0.062669212,-0.791137382,-0.047366698,-0.45474864,0.048101411,-1.000213335,0.736343461,1.261847364,1.204140992,0.4876749,-0.003947144,-0.947032135,-2.066307045,0.407919152,0.578875965,-0.700706833,-0.489235997,-0.410130619,-0.542679489,0.042780718,0.241080042,0.34871878,0.365604617,0.007406025,0.005811305,28,0
1.190576667,-0.00046434,0.739098627,0.975469961,-0.803123958,-0.791518645,-0.112092463,-0.128944063,0.588970559,-0.217632755,-0.486322712,0.601253796,-0.083706614,-0.177569551,-0.428334705,-0.462777382,0.207172602,-0.674739097,0.061449561,-0.120095586,-0.062936843,0.055050396,-0.054114641,0.774422521,0.541263276,0.41741764,-0.016257523,0.015259525,12.58,0
1.773622611,0.121834996,0.069426629,3.942238525,-0.14646587,0.542441963,-0.628072426,0.164133814,1.071906175,1.084441954,-0.640758681,-3.811739023,0.025739892,1.700667792,-0.553118164,1.506959661,-0.2955756,0.682475905,-2.070052647,-0.272968266,0.052655197,0.166201123,0.216320608,0.590463186,-0.363094454,-0.075156478,-0.046752497,-0.02322263,67.79,0
1.026598632,-1.251025219,0.997408662,-0.624033192,-1.308690446,0.801494182,-1.285231666,0.418356556,-0.345864473,0.545547983,1.555977945,0.294086265,-0.069830291,-0.39657316,0.199894065,0.812457564,0.63868705,-1.390716583,-0.006826869,0.219195421,0.475823964,1.236178362,-0.14411609,-0.222236364,0.234423009,-0.015342037,0.058353278,0.026331525,113.75,0
1.240847298,-0.91741465,-0.393991336,-0.796294557,-0.558344714,-0.27305659,-0.262141049,-0.156314318,-0.712507474,0.634266806,-1.839049145,-0.971058064,-0.191361864,0.22897562,1.062179968,-0.78855072,-0.485683752,1.268802844,-0.173946488,-0.213037859,-0.611530536,-1.637710796,-0.088761105,-1.025189873,0.173374818,0.891531521,-0.092095427,0.017569937,138.95,0
-0.601492737,1.161666705,-0.715566173,-0.289332189,2.327426865,3.402309677,-0.144824199,1.306020743,-0.835929128,-0.181542777,-0.43655309,-0.141516004,0.016480426,0.7717025,1.169287118,0.114058317,-0.519709609,0.587001142,0.766955839,0.148995076,0.098361799,0.17128251,-0.147554846,1.004344745,-0.012639304,-0.29943405,0.295625475,0.152522728,5.52,0
1.238239313,0.355062306,0.273131195,0.99988525,-0.053580632,-0.582338954,0.196778971,-0.225151215,-0.08370084,-0.042825911,-0.618901078,0.660485783,1.26081616,0.079728379,0.935116652,0.267378346,-0.7204127,-0.14015969,-0.197675027,-0.019207585,-0.064093993,-0.13462104,-0.108977601,-0.10168778,0.640784751,-0.412952707,0.026255546,0.02568244,19.99,0
2.052481236,-0.283198873,-0.734930303,0.122849672,-0.076144253,0.078843227,-0.536981666,0.065633282,1.234070667,-0.133684848,-1.331090454,0.158437,0.183546489,0.014305417,1.128981683,0.512191314,-0.876326618,0.092082455,0.020965124,-0.192211432,-0.189054311,-0.454558781,0.333289841,-0.026428615,-0.349631576,-0.601716749,0.030467929,-0.031864824,1.18,0
2.095037015,-1.175448958,-1.520764534,-0.918476963,-0.481096412,-0.488949276,-0.525731715,-0.273566184,-0.063872628,0.759855974,-1.797145567,-0.86686131,0.405156459,-0.354674881,-0.022158388,1.091196957,-0.107479856,-0.757384423,0.795549125,0.181252602,0.565299764,1.580266746,-0.318743723,-0.901548929,0.403101318,0.302832612,-0.034750827,-0.05850756,104.4,0
-5.312823471,3.806239817,-4.905057643,-1.396753777,-0.973437674,3.261224825,-3.871936952,5.272599173,-0.300368519,-1.470721218,-1.32557095,1.324460684,0.414653945,1.385514421,0.4504086,1.784200013,1.817187708,0.903848506,-0.98415949,-0.573071726,0.54444324,0.403727284,0.260300965,0.646392588,0.372771632,0.650820413,-1.181758539,-0.35555253,18.7,0
2.223522893,-0.622985406,-1.29269804,-0.871464453,-0.563095653,-1.42929184,-0.247204188,-0.481432088,-0.652679613,0.856825821,-0.480890373,-0.19627511,0.989303323,-0.127243006,0.238070186,0.840585087,0.107162702,-1.4039361,0.413924644,0.01802535,0.443173834,1.340034305,-0.022598698,0.129665395,0.229244184,0.063273338,-0.034013317,-0.063598116,15,0
1.171348155,-0.466056718,0.636857604,0.475585713,-0.56131457,0.7574686,-0.82815474,0.392495351,1.011105398,-0.034904132,-0.511396398,-0.195789183,-1.46656306,0.04797786,-0.216309901,0.830852361,-0.814340831,0.905854698,0.753554446,-0.089589944,-0.128186527,-0.356451336,-0.153222409,-1.000569908,0.334776833,0.383990154,-0.005441517,0.005451169,39.99,0
0.27314195,0.808306353,-0.292695084,-0.514888733,0.866021577,-0.769070985,1.002560716,-0.279925413,-0.022318302,-0.476512713,-1.656328648,-0.400273348,-0.027807054,0.418675906,0.55568224,-0.17190333,-0.752208968,0.476550036,0.332281365,-0.153378289,0.379867176,1.254144764,-0.236912336,-0.675954423,-0.775373354,-0.185914563,0.26911508,0.253569845,1,0
-0.599884135,1.494183883,-0.468230267,1.01623323,0.146515401,-0.655344292,1.333991586,0.083141825,-0.667511118,-0.157642605,-1.288687368,-0.185383012,-0.619082705,0.827962492,-0.265561497,-1.001364916,0.344822935,-0.279081664,0.739880504,-0.099827683,0.13172844,0.535420862,-0.124669621,-0.014714065,-0.095108476,-0.441019788,0.22467282,0.166485906,89.9,0
-0.245704944,1.067488112,-0.603685243,-0.517065179,0.317259494,-0.830186909,0.524713381,0.358791782,-0.231610951,-0.297500129,0.117018236,0.024944395,-1.226638567,1.168293827,-0.122882283,0.026034274,-0.599662277,0.951279495,0.451992973,-0.194847119,0.427080137,1.28203532,-0.117713221,-0.331077352,-0.796778403,-0.213106542,0.37290699,0.244056861,2.29,0
2.063818799,-0.008664664,-1.048875237,0.412677724,-0.100184279,-1.206829696,0.21960474,-0.36542426,0.460897914,0.058165093,-0.642910284,0.722974822,0.591533708,0.170429147,-0.018820381,-0.132742863,-0.315096665,-0.937658618,0.139481844,-0.192635127,-0.283144989,-0.653630015,0.33576324,0.06075302,-0.281335349,0.193705784,-0.067090813,-0.058867553,0.89,0
-0.248595091,2.172198475,0.037246198,3.386695807,1.722432979,-0.505394149,1.397074999,-0.152250767,-2.143761113,-0.352482602,-0.485976189,-0.555247349,0.822201369,-2.761037977,-0.882007663,1.430137906,1.39311437,0.539944375,-1.311485579,-0.003898421,-0.30877798,-0.862380418,-0.026886278,-0.393640924,-0.631787704,-0.342664775,0.19686986,0.259202644,6.3,0
0.489602284,0.584951148,-0.021613708,-0.711142258,0.521969139,-1.179403613,0.37440552,-1.165106261,0.052329655,-0.586266434,-0.782936568,0.903696423,0.835345672,0.149115011,-0.795581059,0.151135136,-0.647540576,-1.054430875,-0.856934589,-0.383431803,0.531408049,-0.889788996,-0.22050254,0.08109322,-0.030935222,0.051541636,0.199277702,0.308849983,1.79,0
1.01841182,1.036663009,-1.689813707,1.315475833,1.698436056,0.528806549,0.331714502,0.364538762,-0.711797939,-1.57028828,3.463017821,0.538411363,-0.378095385,-3.04549518,1.468911143,-0.029741514,3.664588481,-0.105189589,-2.097944321,-0.167555416,-0.040237593,0.096171574,-0.09254897,-1.345663706,0.510304957,-0.182673523,0.107058302,0.071818003,0.89,0
-2.718050262,2.885676699,1.048689072,1.699175463,-0.572295485,1.39714285,-3.007251832,-7.290300621,-1.920688733,-1.990035126,-1.524215056,1.144200581,-0.103357606,1.043848167,-1.867621072,0.835296921,0.167040839,-0.360117817,-1.642286519,1.65891673,-3.741869575,1.253120939,0.282794728,0.360518505,0.469929955,-0.063156823,-0.202957454,0.111799707,3.92,0
1.248589255,-0.071240829,0.309541406,-0.107430991,-0.502084536,-0.700542102,-0.144765808,-0.056833482,0.358235623,-0.214668009,-0.122020992,-0.094187969,-0.65022499,0.410743775,1.469049314,-0.001570275,0.016648529,-0.856194943,-0.283441345,-0.140849928,-0.088726434,-0.24665052,0.08143528,0.127005868,0.141813755,0.991897272,-0.07280655,-0.000671724,6.07,0
-1.303430161,0.348631805,1.21581684,-0.997238486,0.704029995,0.653180954,-0.17225835,0.882871685,0.141235739,-1.55848849,-0.480140098,0.852338368,0.469438932,0.164751662,0.678938248,-0.464572083,0.214025632,-1.545550527,-1.853518029,-0.242893182,0.057187581,0.03965516,0.042629865,-1.065137315,-0.459237229,-0.617876087,0.078192743,0.001402186,7.49,0
-1.169618342,-1.961881193,-0.467822337,-2.846454324,-2.086045676,-0.047262682,2.745679163,-0.143452324,1.716542745,-2.580394072,0.521627277,0.542558086,-1.893847179,0.541275382,-0.57766349,-0.563174469,-0.461865592,0.544543686,0.622205126,1.10470243,0.243505701,-0.356176876,1.836129441,-0.157148362,-1.055137525,-1.581931429,0.076499051,0.310609596,679.72,0
0.854087441,1.212528202,-0.050893917,4.399248654,0.978575769,0.535785932,0.726137413,-0.268670055,-1.585534985,2.185837574,-1.149319097,-1.246112402,-0.398168365,0.34133861,0.980703963,-0.166928429,-0.141526129,0.27184199,0.754209283,0.076513474,0.31277573,1.109138517,0.136994311,0.596810703,-1.156515387,0.318558378,-0.138194578,-0.149235217,14.38,0
-0.628656703,-0.559659317,1.661561373,-2.614930629,-0.636469376,-0.566902644,0.029748995,-0.067208422,-1.758374876,0.182915813,-1.745186164,-0.920098927,-0.229851729,-0.963905742,-2.675028639,-1.258394126,0.997169299,-0.731305866,0.028165806,-0.356325233,-0.512156325,-0.941104924,-0.263034308,0.012202595,0.71407766,-0.284879291,0.021345791,0.04472704,25.65,0
-0.568841567,-0.513372356,3.210419649,-0.297044046,-1.604415644,1.24362895,-1.188795996,0.668154747,-0.146469342,0.040366696,0.599231854,-0.052052715,-1.077204785,-1.146648264,-1.803837416,-0.249970028,1.62769898,-1.09496036,2.192630932,0.217126221,0.247220993,1.033311311,-0.264543417,0.282807348,0.143628539,0.137281005,0.157163611,0.072487715,25.6,0
-0.541505212,1.147262631,-0.953702693,-0.429296644,0.54869728,-0.837144235,0.845015431,-0.013874687,0.531294206,0.165896712,0.648527411,-0.731490035,-2.092273171,-0.438865064,0.333864699,0.320645005,0.204228124,1.415026104,0.110110002,0.084491719,0.201671418,0.88832014,-0.113570299,-0.522812869,-0.27764504,-0.124777741,0.471650854,0.317859102,34.36,0
1.981244431,-0.411250937,-2.224481721,-0.798084797,2.012103991,3.515507968,-1.06905536,1.008566852,1.120038652,-0.692313906,0.36164488,0.316013558,-0.10264038,-1.100350505,1.221940695,0.534033612,0.362824676,0.139542591,-0.27608781,-0.099191956,-0.264245621,-0.712123979,0.410015318,0.570633293,-0.462137014,-0.262479044,0.044042006,-0.015809657,4.7,0
